title,overview,release_date,runtime,genres,poster,vote_average,popularity,category
독,"부모의 유산을 처분하고 서울의 아파트로 이사 온 형국과 영애 부부 그리고 딸 미애. 곧 태어날 둘째와 새로운 사업까지 만사형통으로 세 식구는 달콤한 행복에 젖는다. 어느덧 이웃의 친절한 장로 부부와 가깝게 지내며 교회에도 나가지만 형국과 영애는 유독 딸 미애를 아끼는 장로의 노모가 불편하다. 그러던 어느 날, 장로의 노모가 세상을 떠나고 미애는 이상한 행동을 하기 시작하는데…",2009-08-20,115,공포,https://image.tmdb.org/t/p/w500/6qdlJr6nnmgwWpPs3UcfpNGTHJL.jpg,5,0.753,MOVIE
독전,"아시아 최대 마약 조직 산하에 있는 마약 제조 공장에서 의문의 폭발 사고가 발생한다. 목숨을 잃을 뻔했던 조직의 후견인 연옥은 배신감을 느끼고, 조직의 수장 이 선생을 오랫동안 쫓아왔던 형사 원호를 직접 찾아가 중요한 정보를 흘린다. 유일한 생존자였던 락은 조직으로부터 버림받은 후 원호의 수사에 적극적으로 협조하기로 한다. 두 사람은 이 선생과 거래를 할 예정이었던 진하림과 헌신적인 조직원 선창 사이를 오가며 이 선생의 실체에 조금씩 다가간다. 그리고 원호와 락 앞에 거물급 조직 인사 브라이언이 모습을 드러낸다.",2018-05-22,123,"범죄, 액션, 스릴러",https://image.tmdb.org/t/p/w500/uKrVg8dQUiXCR6Wf1yx573ElFT1.jpg,7.179,4.1274,MOVIE
돈,"오직 부자가 되고 싶은 꿈을 품고 여의도 증권가에 입성한 신입 주식 브로커 조일현. 빽도 줄도 없는, 수수료 O원의 그는 곧 해고 직전의 처지로 몰린다. 위기의 순간, 베일에 싸인 신화적인 작전 설계자 번호표를 만나게 되고, 막대한 이익을 챙길 수 있는 거래 참여를 제안 받는다. 위험한 제안을 받아들인 후 순식간에 큰 돈을 벌게 되는 일현. 승승장구하는 일현 앞에 번호표의 뒤를 쫓던 금융감독원의 사냥개 한지철이 나타나 그를 조여 오기 시작하는데…",2019-03-20,115,"범죄, 드라마",https://image.tmdb.org/t/p/w500/4aW4qAmWEmQjN3wWT9spMhjvM2B.jpg,6.71,1.8628,MOVIE
돈의 맛,"대한민국을 돈으로 지배하는 재벌 백씨 집안의 탐욕스러운 안주인 금옥. 돈에 중독되어 살아온 자신의 삶을 모욕적으로 느끼는 그녀의 남편 윤회장. 백씨 집안의 은밀한 뒷일을 도맡아 하며 돈 맛을 알아가는 비서 영작. 그런 영작에게 묘한 감정을 느끼며 다가가는 장녀 나미. 돈을 지배한, 돈에 지배된 그들의 얽히고 설킨 권력, 욕정, 집착의 관계들. 이 시대 최고의 맛! 돈의 맛에 중독된 대한민국 최상류층의 숨겨진 이야기가 공개된다.",2012-05-17,115,드라마,https://image.tmdb.org/t/p/w500/5wBYDAOVgPHGZzREG2mbVRzA3xv.jpg,5.5,2.6515,MOVIE
돈 텔 파파,"양아치 흉내를 내는 어리버리한 고삐리 철수, 담배불 입으로 끄기가 주특기인 애란과 우여곡절 끝에 ‘딱 하룻밤’을 보내게 된다. 그날 이후 애란에게는 소식이 없었고 1년 가까이 흐른 어느 날 그의 교실에 바구니하나가 퀵으로 배달된다. 바구니에 들어있던 것은 갓난 아기. 그날밤 애란이 철수의 아기를 가졌고 여고 화장실에서 출산한 것. 철수는 애란의 친구 순미를 찾아가 애란의 소재를 물어보지만, 미국으로 유학갔다는 소식을 듣고 돌아선다.",2004-09-03,102,"드라마, 코미디",https://image.tmdb.org/t/p/w500/aHke27RYPCmfILgR5WIW1nuMPda.jpg,4.2,1.0229,MOVIE
돌아와요 부산항애(愛),"엄마와의 마지막 약속을 지키고 싶었던 ‘태주’와  엄마 때문에 평생 죄책감에 시달린 ‘태성’,  그 둘의 삶은 처음부터 삐걱거리기 시작했고 성서에 등장하는 야곱과 에서 쌍둥이 형제처럼 서로 미워하다 결국 서로에게 결코 지울 수 없는 상처를 주고 서로 다른 길을 간다.  넌 좋은 놈 난 나쁜 놈… 그렇게 살자  20년 후,  태주는 서울 강남서의 경찰로  태성은 부산 최고의 유물밀반출 범죄조직 마립칸의 후계자로 서로 다른 길을 걷게 된다.  부산에서 발생한 일본 유물밀반출 사건을 조사하던 태주는  마립칸의 2인자인 태성과 다시 만나게 된다.  모든 걸 지키고 싶었다  세상에 거룩한 건 돈밖에 없다?!  돈이 거룩이고 돈이 의리인 태성…  그런 태성에게도 단 하나의 소중한 사람이 있다.  어릴 때부터 태성을 묵묵히 바라보는 그의 연인 찬미,  오직 찬미만을 바라보며 이 악물고 경찰로서 성공을 향해 달려왔던 태주.  그러나… 그들에게 죽도록 지키고 싶었던 충격적 진실이 밝혀진다.",2018-01-17,114,"범죄, 액션",https://image.tmdb.org/t/p/w500/3szLjJKhIelbgjIO9sY9KER8M8f.jpg,4.2,1.128,MOVIE
돌연변이,"약을 먹고 잠만 자면 30만원을 주는 생동성실험의 부작용으로 박구는 생선인간이 된다. 구는 일약 청년세대를 대표하는 상징이 되고, 생선인간 박구 신드롬이라는 사회현상으로까지 번진다. 그러나 제약회사의 음모로 구는 스타 생선에서 순식간에 죽일 놈의 생선으로 몰려 세상에서 퇴출당할 위기에 처하는데…",2015-09-14,92,"코미디, 드라마, SF",https://image.tmdb.org/t/p/w500/cvYLxlqoc9iTMHJik551CBI8SBe.jpg,6.2,1.0784,MOVIE
동갑내기 과외하기,"아버지의 실직으로 닭집 딸이 된 수완(김하늘 분), 대학 2학년인 그녀는 등록금을 위해 고액과외를 뛴다. 책상 밑으로 거울을 들이밀며 그녀의 치맛 속이나 궁금해 하는 골칫덩이들과의 험난한 대결, 불의를 참을 수 없는 그녀는 오늘도 과외 7일만에 짤리는 사고(?)를 치고 만다. 그러나 ""과외 없으면 등록금도 없다""를 외치는 엄마 등쌀에 또다시 과외전선으로 뛰어든 그녀, 마침내 막강 난적 지훈(권상우 분)을 만나게 된다.  벼락부자집 장남, 싸움꾼에, 학교 '짱'에, 고등학교를 2년 꿇은(?) 전적 화려한 동갑내기 제자 지훈... 첫 만남부터 반말은 기본이고 수업시간 내내 담배를 피워대는 지훈에게 질려버린 수완, 그만 두기엔 또 사고 치고 엄마 볼 면목이 없고 어떻게든 기선을 제압하려 두 팔 걷어 붙여 보지만 지훈의 적시타 한 방에 나가 떨어지고 만다. 그렇게 시작된 동갑내기 과외 수업, 그러나 그 둘 주변엔 심상찮은 사건들이 꼬리에 꼬리를 물기 시작하는데...",2003-01-30,110,"코미디, 로맨스",https://image.tmdb.org/t/p/w500/9MerPDkd32Xc8tw7pEhizPqSqzX.jpg,6.518,1.5349,MOVIE
동갑내기 과외하기 레슨 II,"짝사랑하는 남학생을 찾아 교환학생으로 한국에 온 재일교포 준꼬. 한국생활의 Sweet Home이 될 '게스트하우스 정(情)'! 친절한 주인아저씨, 맛있는 밥, 풀옵션 방까지 뭐하나 부족한 게 없다고 생각했지만... 손님유치에 혈안된 주인아저씨가 내어준 방은 실은 그집 아들이 쓰는 방! 사전통보도 못받고 자기방에 뻗어버린 주인집 아들 종만과 준꼬는 한국에서의 첫날밤부터 어이없는 '합방'을 하게 된다! 방을 빼려는 준꼬에게 주인아저씨는 아들방뿐만 아니라 토종한국인 종만의 일대일 한국어 과외지도까지 종합선물세트로 제공하며 준꼬를 붙잡는다. 두부 썰던 칼로 하나뿐인 아들을 협박하는 주인아저씨, 밀린 카드빚 때문에 억지로 한국어과외선생이 된 동갑내기 '종만', 외모는 꽃미남인데 배운 한국어라곤 확~ 깨는 반말뿐인 외국인 '조지', 틈만 나면 껄떡대는 '풍기'와 '문란'... 준꼬의 꿈많은 한국생활... 시작부터 심상치가 않다.  억지로 떠맡은 한국어과외가 귀찮은 종만, 서슬퍼런 아버지의 감시에 과외를 접을 수도 없고... 정반대로 한국어과외에 드높은 열성을 보이는 준꼬는 배운대로 전부 흡수하겠다는 일념으로 학구열을 불태운다. 그리하여 시작된 종만의 대충대충 야매과외! 무엇이든 가르쳐준대로 믿고 따라하는 준꼬에게 ""간장공장공장장은강공장장, 경찰청철창살은쌍철창살...""을 연습시키며 정작 자신은 그 시간에 술마시며 땡땡이치는 똥개훈련으로 시작, 한국에서 완전 먹어주는 인사말이라며 ""눈깔아 씹딱들아!""로 시작하는 온갖 비속어와 '욕'을 대책 없이 전수, 과외선생 잘못 만나 준꼬는 이미지 추락에 국제적 망신살만 뻗친다. 그러나 열공 과외모드에 돌입한 준꼬의 학구열은 그칠 줄 모르고, 무책임 과외와 비검증 실전 속에 점점 외국인 욕쟁이로 거듭나는 준꼬! 꿈 많던 준꼬의 한국생활...험악하고 험난하게 꼬여만 가는데...",2007-04-19,125,"코미디, 로맨스",https://image.tmdb.org/t/p/w500/vpyy12azrkbq7NH9PRZFKQYZuz4.jpg,6.048,1.3267,MOVIE
동네사람들,"여고생이 사라졌지만 너무나 평온한 시골의 한적한 마을, 기간제 교사로 새로 부임 온 외지 출신 체육교사 ‘기철(마동석)’은 동네 분위기가 심상치 않음을 감지한다. 실종된 여고생의 유일한 친구 '유진(김새론)'만이 친구가 납치된 거라 확신하여 사건을 쫓고, 의도치 않게 ‘유진’과 함께 사라진 소녀를 찾기 위해 나선 ‘기철’은 누군가에 의해 그녀의 흔적들이 사라지고 있다는 사실을 알게 되는데...",2018-11-07,99,"액션, 범죄, 스릴러, 미스터리",https://image.tmdb.org/t/p/w500/fL5OHCA7jXhvq4MOJAdVpJJzBF4.jpg,7.595,4.5952,MOVIE
동백,"3대째 국밥집을 운영하는 괴팍한 노인 순철. 하지만 불경기로 인해 식당의 존폐 위기가 찾아오고, 착하기만 한 아들과 철없는 손주는 도움이 되질 않는다. 그러던 어느 날, 식당에 한 낯선 손님이 방문한 후 거짓말 같은 일들이 벌어지는데…",2021-10-21,136,"가족, 드라마, 전쟁",https://image.tmdb.org/t/p/w500/cBVXRHBtwcxpz22c4Py2m9ZV3mq.jpg,6,0.7762,MOVIE
동주,"이름도, 언어도, 꿈도, 모든 것이 허락되지 않았던 일제강점기. 한 집에서 태어나고 자란 동갑내기 사촌지간 동주와 몽규. 시인을 꿈꾸는 청년 동주에게 신념을 위해 거침없이 행동하는 청년 몽규는 가장 가까운 벗이면서도, 넘기 힘든 산처럼 느껴진다. 창씨개명을 강요하는 혼란스러운 나라를 떠나 일본 유학 길에 오른 두 사람. 일본으로 건너간 뒤 몽규는 더욱 독립 운동에 매진하게 되고, 절망적인 순간에도 시를 쓰며 시대의 비극을 아파하던 동주와의 갈등은 점점 깊어진다. 어둠의 시대, 평생을 함께 한 친구이자 영원한 라이벌이었던 윤동주와 송몽규의 끝나지 않은 이야기가 지금 시작된다.",2016-02-17,110,"드라마, 역사",https://image.tmdb.org/t/p/w500/9h41fC92LWL3mk80zoHxIjVJL6I.jpg,7.8,1.0636,MOVIE
동해물과 백두산이,"흠 잡을 데 없는 엘리트 북한장교 최백두와 흠 잡을 데 너무 많은 제대말년 뺀질이 병사 림동해. 이 둘은 조선인민군 해군 제13전대 매봉산 기지에서 위대한 혁명과업 수행에 여념이 없었다. 화창한 어느 여름날 오후, 백두와 동해는 바닷가에 낚싯대를 드리운 채, 위가 마르고 닳도록 술을 들이 부으며 망중한을 즐기고 있었다. 바람은 솔솔 불고, 알딸딸하니 적당히 취기도 오르고, 백두와 동해는 기분좋게 잠이 든다. 눈을 떠보니 그들이 떠내려온 곳은 다름아닌 남한. 그것도 피서철의 동해안이었던 것이다. 과연 백두와 동해는 무사히 돌아갈 수 있을 것인가?",2003-12-31,104,코미디,https://image.tmdb.org/t/p/w500/bBWOPWaeYjzn2Y5pyH8reIkqYNI.jpg,6.3,1.0813,MOVIE
두 얼굴의 여친,"대학 7학년 백수에 돈 한푼 없어 남들이 먹다 남긴 과자부스러기를 주워먹는 찌질한 인생의 최고봉인 구창. 배가 고파 바닥에 떨어진 지갑에서 3천원을 꺼내 밥을 사먹다가 그것마저도 지갑주인인 ‘아니’에게 들켜버린다. 그날부터 계속 구창 앞에 나타나 엉뚱한 행동을 일삼는 ‘아니’. 구창의 역사적 면접 시험이 있던 날. ‘아니’는 구창에게 전화를 하고는 외친다. “미친년이라고 한번만 해줄래요. 미친년! 미친년!” 헤어진 남자친구를 잊지 못해 자꾸만 엉뚱한 사건을 만드는 그녀에게 태어나서 연애 한번 못해본 ‘구창’은 자꾸만 마음이 간다. 위로한답시고 키스모드로 들어가 구창의 생애 첫 키스가 이루어 질려는 찰라, ‘아니’는 갑자기 눈을 번쩍 뜨더니 키스도중 구창의 혀를 물고 늘어진다! 그리고는 외친다. “요 쒜끼! 쌍판을 확 갈아버릴라~” 자신이 ‘아니’ 몸 속에 있는 또 다른 인격인 ‘하니’라는 그녀. 불량배들과 1대 4로 붙어도 거뜬히 해치우고 툭하면 욕설을 날리는 그녀 때문에 ‘구창’의 얼굴엔 멍이 가실 날이 없다. 하지만 자신이 다중인격이라는 것을 모르는 ‘아니’는 구창의 멍든 얼굴을 보고는 어디서 다쳤냐며 되묻기만 해 구창은 당황스럽기만 하다. 이런 상황에도 불구하고 사랑스러운 ‘아니’에게 점점 빠지는 ‘구창’은 ‘하니’가 나왔을 때만 잠깐 참으면 마치 여자 둘을 한꺼번에 만나는 양다리 같다고 너스레를 떨기만 하고, 어느날 갑자기 드러나는 ‘아니’의 비밀에 또 다시 당황하고야 마는데… “그런거 있잖아요. 원래 내가 없었던 것 같은 느낌…오빤 그런 적 없었어요?” 재털이가 담배를 버리는 일 없이 평생 ‘아니’를 지켜주겠다고 맹세를 하는 구창. 그렇게 파란만장한 구창의 첫사랑이 시작된다.",2007-09-12,117,"코미디, 로맨스, 드라마",https://image.tmdb.org/t/p/w500/uzY4HgBLPVoqsyYu89kQNjuhUrk.jpg,6.5,1.1657,MOVIE
두개의 빛: 릴루미노,"시력을 차츰 잃어가고 있는 인수는 사진동호회에서 같은 시각장애를 가진 수영을 만난다. 잔뜩 움츠러든 자신과 달리 당당한 모습의 수영에게 호감을 느끼는 인수. 세 번의 출사, 다섯 번의 만남 속 그들은 서로의 빛이 될 수 있을까?",2017-12-21,31,"드라마, 로맨스",https://image.tmdb.org/t/p/w500/mNsrcvU2YchCSNJ3mj995lL0a70.jpg,7.978,1.0201,MOVIE
두근두근 내 인생,"한 때 헛발 왕자로 불리던 태권도 유망주 대수와 아이돌을 꿈꾸던 당찬 성격의 미라. 하지만 17살에 아이를 가져 불과 서른 셋의 나이에 16살 아들 아름이의 부모가 되어 있다.  남들보다 빨리 늙는 선천성 조로증인 아름이의 신체 나이는 여든 살. 어리고 철없는 부모지만 대수와 미라는 아름이와 씩씩하고 밝게 살아간다. 그러던 어느 날 그들의 사연이 세상에 알려지고, 하루하루 늙어가는 것이 전부였던 아름이에게 두근거리는 일들이 생기기 시작하는데...",2014-09-03,117,드라마,https://image.tmdb.org/t/p/w500/pUpWWJqTYWwtEWIjRVh8LRRp1JY.jpg,7.4,1.3884,MOVIE
두레소리,국립전통예술고등학교 3학년에 재학중인 판소리 전공 슬기와 경기민요 전공 아름은 세상에서 둘도 없는 단짝 친구 사이. 고3 여름방학. 남모를 부담과 불안감속에 방황하던 사고뭉치 두 녀석은 출석일수가 부족한 탓에 여름방학 특별수업에 참여하게 된다. 한 편 교육청으로부터 합창대회에 참가하라는 통보를 받은 학교는 새로 부임한 작곡가 출신 함선생에게 특별수업을 받는 아이들을 대상으로 합창부를 만들어 지도할 것을 요구한다. 그러나 서양음악전공인 함선생과 국악만 해온 아이들은 사사건건 부딪치기 일쑤! 과연 이들은 무사히 합창 공연을 마칠 수 있을까?,2012-05-10,108,드라마,https://image.tmdb.org/t/p/w500/imsZIa81jhA5SmdMZNb3YTpTwPX.jpg,0,0.8659,MOVIE
두사부일체,타고난 카리스마로 한국 조직사회에서 급부상하고있는 영동파 두목 계두식. 명동파를 접수하고 조직 수뇌부들과 처음으로 회의를 하게 된다. 큰 형님에게 떨어진 명령은 고등학교 졸업장. 수하 상두와 대가리는 두목을 학교로 보내기 위해 사립고교에 기부금 입학을 시키게 되는데...,2001-12-14,98,"액션, 코미디, 범죄",https://image.tmdb.org/t/p/w500/eKg1t2dkiO5cWv251sIytgEKLj0.jpg,6.2,1.7519,MOVIE
둠둠,자신에게 집착하는 엄마 때문에 전부였던 음악을 놓아버린 DJ 이나 길을 걷다 우연히 들려온 비트에 디제잉을 다시 하기로 결심하고 베를린에 갈 수 있는 오디션에 참가하는데...,2022-09-15,112,드라마,https://image.tmdb.org/t/p/w500/uFWgcJnC2cVqeUzHPSWwTU6YVh0.jpg,5,0.7262,MOVIE
디 워,"LA 도심 한복판에서 벌어진 의문의 대형 참사. 단서는 단 하나, 현장에서 발견된 정체불명의 비늘뿐. 사건을 취재하던 방송기자 이든은 어린 시절 잭에게 들었던 숨겨진 동양의 전설을 떠올리고. 여의주를 지닌 신비의 여인 세라와의 만남으로 인해 이무기의 전설이 현실로 다가오고 있음을 직감한다. 전설의 재현을 꿈꾸는 악한 이무기 부라퀴 무리들이 서서히 어둠으로 LA를 뒤덮는 가운데, 이들과 맞설 준비를 하는 이든과 세라. 모든 것을 뒤엎을 거대한 전쟁 앞에서 이들의 운명은 어떻게 될 것인가.",2007-08-01,92,"판타지, 드라마, 공포, 액션, 스릴러, SF",https://image.tmdb.org/t/p/w500/h252E4ZhETblM76j5KwbSZEv7id.jpg,4.6,3.8607,MOVIE
디바,"전세계가 주목하는 다이빙계의 디바 이영은 어느 날 동료이자 절친 수진과 함께 교통사고를 당한다. 사고 후 실종된 수진을 향한 이영의 애틋함과 달리 동료들은 수진에 대해 의문스러운 말들을 쏟아내고, 혼란스러운 와중에도 이영은 완벽한 실력을 되찾아야만 한다. 결국 최고를 지키고자 하는 강렬한 욕망과 수진의 진심에 대한 두려움은 이영을 점점 광기로 몰아넣는데...",2020-09-23,84,"미스터리, 스릴러",https://image.tmdb.org/t/p/w500/jQkMHzAT3lUjacDleVtSMrI0Vch.jpg,6.6,1.0553,MOVIE
딩동 챌린지,"Young-bi, who dances well and dreams of becoming an idol singer, Hae-yul, who dreams of becoming a star YouTuber, and Bora, an honor student who has just fallen in love for the first time, are friends of the same high school dance club. One day, they watch a video of a mission challenge where their wishes come true if they dance along in the video application ""Dingdong Challenge."" The three members who follow the mission dance in their own desires... As a result, death shadows begin to cast in front of them one after another.",2022-07-10,18,공포,https://image.tmdb.org/t/p/w500/bD9eXqpJTzltaz8vxQHH0sSPw1N.jpg,0,0.9668,MOVIE
뚝방전설,"온갖 욕설과 허풍으로 상대의 정신을 혼미하게 만드는 구강액션의 달인 유경로. 최선을 다해 싸움을 말리지만 부지불식간에 선빵을 날리는 원뻔치 3:1 기성현. 천하무적 암바 기술과 화려한 발차기로 상대를 제압, 모든 상황을 일순간에 마무리하는 카리스마 박정권. 이들은 일찍이 교내를 평정한 후, 학군을 넘어 뚝방까지 차례로 접수하며 급기야 노타치파를 결성하기에 이르는데. 훌륭한 건달이 되겠다는 포부를 안고 정권이 홀연히 자취를 감춘 지 어느덧 5년. 그들의 아지트 뚝방은 다시 뚝방파의 손에 들어가고 성현과 경로는 화려했던 과거를 뒤로한 채 하루하루를 살아간다. 노래방 최초의 남자 도우미로 화류계 생활을 하던 경로는 우연히 인생의 스승을 만나 교육계에 투신, 노래 교습소 강사로 아줌마들 사이 최고의 인기를 구가하고 있고, 만사에 심드렁하던 성현은 공부가 제일 쉽다는 진리를 터득하고 어엿한 의사로 환골탈태, 환자들의 엉덩이와 씨름하고 있다. 틈만 나면 잘 나가던 시절을 떠올리는 두 사람에게 현실은 맥없이 지루하기만 한데...",2006-09-07,94,"액션, 범죄",https://image.tmdb.org/t/p/w500/tKFL9v8Yrk3ORH6DdRqUHJfWqNq.jpg,5.1,1.0382,MOVIE
뜨거운 것이 좋아,"나이는 달라도… 일도, 사랑도, 연애도, 그것도! 뜨거운 것이 좋아! 인생에 우리 대신 심판을 해주는 사람이 있으면 좋겠건만, 언제나 그렇듯 선택은 자신의 몫! 오늘도 뜨겁게 고민하며 뜨겁게 살고 싶은 한 지붕 세 여자. 아미, 영미, 강애는 과연 어떤 선택을 하게 될까? 2008년, 뜨거운 Girl들의 선택이 궁금하다!",2008-01-17,110,"드라마, 로맨스",https://image.tmdb.org/t/p/w500/zLs1jxwUT5BMQ09fDf23t3uzv3g.jpg,5.4,1.0473,MOVIE
뜨거운 피,"부산 변두리 작은 포구 구암의 절대적인 주인 손영감, 그의 밑에서 수년간 수족으로 일해온 희수는 무엇 하나 이뤄낸 것 없이, 큰돈 한번 만져보지 못한 채 반복되는 건달 짓이 지긋지긋하다. 1993년, 범죄와의 전쟁 이후 새로운 구역을 집어삼키기 위해 물색중인 영도파 건달들은 아무도 관심 갖지 않는 구암에 눈독을 들이고, 영도파 에이스이자 희수의 오랜 친구 철진이 희수에게 은밀히 접근한다. 새로운 삶을 시작하려는 희수는 갈등하고, 조용하던 구암을 차지하려는 밑바닥 건달들의 치열한 생존 싸움이 시작되는데...",2022-03-23,119,"범죄, 액션, 스릴러",https://image.tmdb.org/t/p/w500/4c0jDc8NjTD07K8PeZbLRBb7zXL.jpg,6.318,2.0138,MOVIE
라듸오 데이즈,"제1화. 때는 바야흐로 1930년 일제강점기. 만사태평 천하제일 귀차니즘, 타고난 한량 PD 로이드가 있었으니.. 인생 다 귀찮아 죽겠는 그에게 오직 관심사는 당대 최고의 신여성이자 재즈가수인 ‘마리’뿐. 아~ 그러나 이 무슨 운명의 장난인가? ‘마리’는 ‘로이드’를 거들떠보지도 않는구나.  제2화. 할일 없고 낙 없는 우리의 ‘로이드’. 그의 운명을 바꿔 놓은 일생일대의 사건이 터졌으니.. 우연히 손에 넣은 시나리오가 그것이었던 것이다. 조선 최초의 라디오 드라마 ‘사랑의 불꽃’을 방송키로 결심한 ‘로이드’. 아~ 그러나 첫회부터 미스캐스팅! 실수연발! 애드립남발! 완전 방송사고 직전이구나!  제3화. 돌발 애드립 전문, 방송사고 다발 재즈가수 마리. 연기는 대충 액션은 오바, 푼수 기생 명월. 위기대처 능력 제로, 떠듬떠듬 아나운서 만철. 엔딩을 단 한번도 완성시켜 본적 없는 작가 노봉알. 거사를 꿈꾸는 의문의 소리효과 담당 요원 K. 위기일발 애드립의 귀재 천재사환 순덕.  아~ 드라마를 제대로 만들 수 있을지 참으로 의심스러운 구성이로다! 엉겁결에 모인 이들이 과연 일제의 감시를 뚫고 조선 최초의 라디오 드라마를 완성시킬 수 있을까~? 그것이 문제로다!",2008-01-31,111,코미디,https://image.tmdb.org/t/p/w500/gwBg1FevqC0ydLepleraITdFvop.jpg,6.4,0.9556,MOVIE
라라 선샤인,여성 성폭행과 복수를 소재로 시나리오 작업 중인 수진. 시간을 거슬러 보면 그녀에게도 매우 힘든 시간이 있었다. 수진의 시나리오 '라라 선샤인'은 그녀만의 세상이 된다.,2009-10-22,63,드라마,https://image.tmdb.org/t/p/w500/hnzGM73qSY1Ud5Qri3VfAjWTGdQ.jpg,0,0.8221,MOVIE
라스트 필름,"연극영화과 교수이자 영화감독인 ‘상민’은 학생들에게 영화를 가르치지만 정작 자신은 빚쟁이 때문에 학교에 텐트를 치고 사는 남루한 처지다. 돈 안되는 영화는 그만 두라는 주변의 만류와 죽음마저도 쉽지 않은 답답한 현실 속에 어느 날 갑자기 사채업자 ‘만복’이 나타나 자신의 이야기를 영화로 만들어주면 빚을 전부 갚아주겠다는 거래를 제안한다. 그 후 ‘상민’은 ‘만복’과 동행하며 꿈인지 현실인지 모를 일들을 경험하게 되는데...  가장 해보고 싶었던 어떤 것 ""라스트 필름""",2022-12-29,101,드라마,https://image.tmdb.org/t/p/w500/1iwzCXyvnqd5w5SyX1Pit9kiASE.jpg,5.5,0.9805,MOVIE
라이어,"택시업계 얼짱 타이틀 보유자 복병을 만나다!  인물 수려하고 성품 훌륭한 ‘모범’ 택시 운전사 정만철(주진모 분). 사랑에 목숨 거는 그는 현재 섹시한 정애(송선미 분), 청순한 명순(서영희 분)과 쌍방향 러브, 즉 ‘양다리’ 진행중이다. 그러던 어느 날, 그의 행복하던 일상이 악몽으로 돌변하는 사건이 발생했다. 엉겁결에 잡은 현상수배범 덕분에 사회적 관심을 한 몸에 받게 된 것이다. 시민 영웅을 취재하기 위해 몰려드는 매스컴, 범인과 그의 관계를 의심하는 경찰, 과연 그는 이중 생활이 발각되기 직전의 대위기를 어떻게 모면할 것인가?  상황은 악화일로! 누군가 날 좀 도와줘~  한 순간을 모면하기 위해 엉겁결에 내뱉은 거짓말을 수습하기 위해 지푸라기라도 잡는 심정으로 백수 동창 노상구(공형진 분)에게 도움을 청한 만철. 그러나 상구의 어설픈 어시스트는 불난 집에 기름 붓는 격이었으니... 각기 다른 이유로 만철을 의심하는 박형사(손현주 분)와 김기자(임현식 분)가 그를 밀착 마크하기 시작하면서 만철의 거짓말은 점점 돌이킬 수 없이 부풀어만 가는데...",2004-04-23,114,코미디,https://image.tmdb.org/t/p/w500/l2m2pqVFoH97qu1OrY6uKwuMzeg.jpg,6.2,1.1615,MOVIE
러브픽션,"완벽한 여인을 찾아 헤맨 나머지 31살 평생 제대로 된 연애 한번 해 보지 못한 소설가 구주월. 그런 그의 앞에 모든 게 완벽한 여인 희진이 나타난다. 첫 눈에 그녀의 포로가 되어 버린 주월은 모든 수단을 동원하여 희진을 자신의 여자로 만들기 위해 애쓴다. 그런 주월의 순수하고 귀여운 모습에 희진도 조금씩 마음을 열기 시작한다.  드디어 시작된 그녀와의 연애! 그녀를 위해서라면 목숨도 아깝지 않은 주월은 끓어오르는 사랑과 넘치는 창작열에 마냥 행복하기만 하다. 그러나 시간이 갈수록 그녀의 괴상한 취미, 남다른 식성, 인정하기 싫은 과거 등 완벽할 거라고만 생각했던 희진의 단점이 하나 둘씩 마음에 거슬리기 시작하는데...",2012-02-29,121,"코미디, 로맨스",https://image.tmdb.org/t/p/w500/lafycbbQnN3u98XbtTZjLWDJ318.jpg,6.6,1.6149,MOVIE
럭키,"냉혹한 킬러 형욱은 사건 처리 후 우연히 들른 목욕탕에서 비누를 밟고 넘어져 과거의 기억을 잃게 된다. 인기도, 삶의 의욕도 없어 죽기로 결심한 무명배우 재성은 신변 정리를 위해 들른 목욕탕에서 그런 형욱을 보게 되고, 자신과 그의 목욕탕 키를 바꿔 도망친다. 이후 형욱은 자신이 재성이라고 생각한 채, 배우로 성공하기 위해 노력하는데…",2016-10-13,112,"액션, 코미디, 범죄",https://image.tmdb.org/t/p/w500/32ZO0IREGvASVhb2XPnlYNgkCtX.jpg,7.168,2.5956,MOVIE
런닝맨,"한 때 ‘도망 전문가’로 명성을 날렸지만  이제 낮에는 카센터 직원, 밤에는 콜 전문 기사로 활동 중인 차종우. 어린 나이 ‘사고’를 쳐 얻은 18살 나이차 아들 기혁과는 관계가 소원한 철부지 아빠지만 아들과 단둘이 살만한 집을 마련하는 것이 유일한 꿈이다. 어느 날, 큰 돈을 주겠다던 대박 손님이 차 안에서 죽은 채 발견되는 사건이 발생하고, 본능적으로 현장에서 도망 친 종우는 하루아침에 살인 사건의 유력한 용의자가 된다. 아들에게 조차 의심받는 상황 속, 전국민이 주목하는 살인용의자가 된 종우는 경찰, 언론, 정체불명의 이들에게 쫓기게 된다. 주변 인물마저 목숨을 잃게 되자 더 이상 물러설 곳 없는 종우는 누명을 벗고 아들에게 부끄럽지 않은 아빠가 되기 위한 반격을 준비하는데...",2013-04-03,127,"액션, 모험, 코미디, 스릴러",https://image.tmdb.org/t/p/w500/2zlJ8KcC1obHK4ekcMCnYsDMrHK.jpg,6.309,2.1485,MOVIE
